Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
NeuN_minus.B74_T1_HS - nextera_transposase_sequence	(1, 1.4638541236185121e-05)	(2, 2.114455956337851e-05)	(3, 3.253009163596694e-05)	(4, 6.180717410833718e-05)	(5, 7.64457153445223e-05)	(6, 7.9698724508119e-05)	(7, 9.75902749079008e-05)	(8, 0.00014150589861645617)	(9, 0.00022445763228817186)	(10, 0.0003415659621776528)	(11, 0.0004001201271223933)	(12, 0.00043590322792195693)	(13, 0.0004554212829035371)	(14, 0.0005221079707572693)	(15, 0.0005969271815199933)	(16, 0.0006652403739555238)	(17, 0.0007351800709728527)	(18, 0.0008425293733715436)	(19, 0.0009433726574430411)	(20, 0.0011938543630399866)	(21, 0.0013353602616564427)	(22, 0.0016964442788156757)	(23, 0.0018867453148860823)	(24, 0.0023112630107354508)	(25, 0.0027975878806931562)	(26, 0.003644996767810095)	(27, 0.01550546817828364)	(28, 0.02911117900502681)	(29, 0.045613694491952836)	(30, 0.062459402445638315)	(31, 0.0820587826563084)	(32, 0.11039411897581738)	(33, 0.16039286982029857)	(34, 0.2383528609304751)	(35, 0.3462112592632689)	(36, 0.5135167735562104)	(37, 0.7590051100870349)	(38, 1.0335704690266685)	(39, 1.3173890125321528)	(40, 1.6163194101071254)
NeuN_plus.B21_T2_HS - nextera_transposase_sequence	(1, 9.373672373760813e-05)	(2, 0.00010367849746735445)	(3, 0.00011788103136699204)	(4, 0.00014486584577630347)	(5, 0.00014770635255623098)	(6, 0.00014770635255623098)	(7, 0.00016048863306590482)	(8, 0.00016758990001572362)	(9, 0.00022724054239420152)	(10, 0.00030393422545224455)	(11, 0.000336600053421411)	(12, 0.0003579038542708674)	(13, 0.0003905696822400339)	(14, 0.00045874184495829434)	(15, 0.0005510583153059387)	(16, 0.0006391140254836917)	(17, 0.0007257494822714811)	(18, 0.0009174836899165887)	(19, 0.0010737115628126023)	(20, 0.0014799040323422374)	(21, 0.0016986230543966565)	(22, 0.0023079117586911092)	(23, 0.002712683974830781)	(24, 0.0034114486426929506)	(25, 0.004220993074972293)	(26, 0.006533165593833294)	(27, 0.04138902429032388)	(28, 0.09038066497712377)	(29, 0.1536316496991598)	(30, 0.21523940124900776)	(31, 0.26579474091815775)	(32, 0.3099958669206099)	(33, 0.3704872993059463)	(34, 0.4689279022711144)	(35, 0.6186779994555033)	(36, 0.8694393582408946)	(37, 1.2446944481769493)	(38, 1.6682750799599109)	(39, 2.1290138011844943)	(40, 2.648362119052712)
NeuN_plus.B22_T2_HS - nextera_transposase_sequence	(1, 8.904156866454815e-06)	(2, 8.904156866454815e-06)	(3, 2.493163922607348e-05)	(4, 6.0548266691892735e-05)	(5, 7.65757490515114e-05)	(6, 8.191824317138428e-05)	(7, 8.904156866454814e-05)	(8, 9.6164894157712e-05)	(9, 0.0001727406432092234)	(10, 0.0002101381020483336)	(11, 0.0002546588863806077)	(12, 0.0002778096942333902)	(13, 0.0003134263216992095)	(14, 0.0003615087687780655)	(15, 0.00044876950606932264)	(16, 0.0005182219296276702)	(17, 0.000576989364946272)	(18, 0.0006660309336108201)	(19, 0.0007390450199157496)	(20, 0.0009687722670702838)	(21, 0.001057813835734832)	(22, 0.0013320618672216403)	(23, 0.0014638433888451714)	(24, 0.0017380914203319797)	(25, 0.0020337094282982795)	(26, 0.002503848910847094)	(27, 0.0069238723793552635)	(28, 0.014289390939286686)	(29, 0.025330545453690654)	(30, 0.039530894824312796)	(31, 0.05180794631178069)	(32, 0.061303339194168104)	(33, 0.07185832674366364)	(34, 0.08892759545665752)	(35, 0.11416731851031034)	(36, 0.1556963061354556)	(37, 0.21967623488368002)	(38, 0.2940900546480162)	(39, 0.38525615514090045)	(40, 0.5136434121669391)
NeuN_plus.B22_T2_HS - polya	(1, 0.0008886348552721904)	(2, 0.0009420597964709194)	(3, 0.0009847997494299024)	(4, 0.0010898688004540693)	(5, 0.0015083641731774456)	(6, 0.0022830258205590146)	(7, 0.0025715205030321505)	(8, 0.0030523449738207105)	(9, 0.003399607091612448)	(10, 0.005527700582695149)	(11, 0.008371688285840817)	(12, 0.012424860491451048)	(13, 0.01664186918340405)	(14, 0.021223948306881697)	(15, 0.027998230850880518)	(16, 0.041878030574310283)	(17, 0.04857751820063089)	(18, 0.0703321542567533)	(19, 0.07589012897279439)	(20, 0.0828816729443347)	(21, 0.08941554325293924)	(22, 0.09538132835346397)	(23, 0.10186533538361636)	(24, 0.10908660660231122)	(25, 0.1146677321262051)	(26, 0.12693409862543326)	(27, 0.13259179989837863)	(28, 0.14396240821684145)	(29, 0.14959517785056076)	(30, 0.15647631027695702)	(31, 0.1661017038495947)	(32, 0.17275132819746314)	(33, 0.17826656296054524)	(34, 0.18529728522229796)	(35, 0.19525213259899446)	(36, 0.21798978757317347)	(37, 0.22878340652669)	(38, 0.2390498993937124)	(39, 0.2458669218906702)	(40, 0.25547628798094824)
NeuN_plus.B25_T3_HS - nextera_transposase_sequence	(1, 1.306876218327929e-05)	(2, 1.9009108630224425e-05)	(3, 2.613752436655858e-05)	(4, 5.227504873311716e-05)	(5, 5.702732589067327e-05)	(6, 5.8215395180062296e-05)	(7, 6.059153375884035e-05)	(8, 7.009608807395256e-05)	(9, 0.00011761885964951361)	(10, 0.00016751776980385272)	(11, 0.00018771494772346618)	(12, 0.00020910019493246865)	(13, 0.00022810930356269307)	(14, 0.0002589991050868078)	(15, 0.0003017695995048127)	(16, 0.0003326594010289274)	(17, 0.0003813702418938775)	(18, 0.0004574066764147752)	(19, 0.0005239385566205607)	(20, 0.0006474977627170195)	(21, 0.000716405781501583)	(22, 0.0008506576112025429)	(23, 0.0009528315700899992)	(24, 0.0011203493398938519)	(25, 0.0013603393363504353)	(26, 0.0018545761607362704)	(27, 0.010051066188231164)	(28, 0.021120307757468725)	(29, 0.034215207465114576)	(30, 0.04578106199731675)	(31, 0.05520363953146112)	(32, 0.06488759230927107)	(33, 0.0803978368822448)	(34, 0.10543164487896099)	(35, 0.14518206716333903)	(36, 0.2134711018481309)	(37, 0.3216923334185773)	(38, 0.4514770225914346)	(39, 0.5932778445571725)	(40, 0.7473193444114854)
NeuN_plus.B27_T1_HS - nextera_transposase_sequence	(1, 8.6369468333379e-05)	(2, 9.232598339085342e-05)	(3, 9.977162721269643e-05)	(4, 0.0001250868162069627)	(5, 0.00014444549014375454)	(6, 0.00014593461890812314)	(7, 0.0001772063229598638)	(8, 0.0002069888982472359)	(9, 0.00027548882140819163)	(10, 0.0003975973800864171)	(11, 0.000439292985488738)	(12, 0.00046311904571863565)	(13, 0.0004839668484197961)	(14, 0.0005226841962933798)	(15, 0.0005911841194543356)	(16, 0.0006522383987934483)	(17, 0.0007177600644256669)	(18, 0.0008190208204027319)	(19, 0.0009113468037935853)	(20, 0.0011436508910350875)	(21, 0.0012910746387075791)	(22, 0.0015799656189950883)	(23, 0.0017973784185929043)	(24, 0.0021115845878746796)	(25, 0.002534497156955363)	(26, 0.003439887445691474)	(27, 0.016483166292796073)	(28, 0.033785353405994874)	(29, 0.05483418849034508)	(30, 0.07578176281871823)	(31, 0.0964240657503958)	(32, 0.12194773277167367)	(33, 0.16754932292293342)	(34, 0.24517164889441123)	(35, 0.3601085634434375)	(36, 0.5471773862097146)	(37, 0.8225366534154062)	(38, 1.1232930116974043)	(39, 1.4345462386394368)	(40, 1.7666993877893824)
NeuN_plus.B27_T1_HS - polya	(1, 0.0006567057850865541)	(2, 0.0006879774891382947)	(3, 0.0007207383219544041)	(4, 0.000792216502644097)	(5, 0.001028987976178705)	(6, 0.0014414766439088081)	(7, 0.0016142155805755661)	(8, 0.0019879869004320854)	(9, 0.0022470953054322227)	(10, 0.003617093768651338)	(11, 0.005658689304600693)	(12, 0.008287001573711279)	(13, 0.010921270357879338)	(14, 0.013479593575064598)	(15, 0.017343882718601124)	(16, 0.026169948905013837)	(17, 0.030317172513780397)	(18, 0.04353021204002302)	(19, 0.04668567589172009)	(20, 0.05069143226787163)	(21, 0.05446637368554604)	(22, 0.05790328287370878)	(23, 0.06149357232460148)	(24, 0.06573461104552326)	(25, 0.06907323773523767)	(26, 0.07624934925072997)	(27, 0.07968179105259961)	(28, 0.0865451855275745)	(29, 0.09003719248001887)	(30, 0.09431099203375676)	(31, 0.10010370292715062)	(32, 0.10413477449229644)	(33, 0.10757168368045918)	(34, 0.11196163527781781)	(35, 0.11797473722833823)	(36, 0.13210210181590318)	(37, 0.13842047516311917)	(38, 0.14474331589662826)	(39, 0.14881757219594074)	(40, 0.15518657592114526)
NeuN_plus.B28_T3_HS - nextera_transposase_sequence	(1, 6.359028958109442e-05)	(2, 7.873083471945024e-05)	(3, 8.781516180246373e-05)	(4, 0.00011204003402383303)	(5, 0.00012415247013451767)	(6, 0.00012415247013451767)	(7, 0.00014232112430054468)	(8, 0.00015140545138355815)	(9, 0.0002301362861030084)	(10, 0.00036640119234821074)	(11, 0.0003936541735972512)	(12, 0.000445132027067661)	(13, 0.00045421635415067446)	(14, 0.0004966098805380707)	(15, 0.0005662563881745075)	(16, 0.0006177342416449173)	(17, 0.0006631558770599848)	(18, 0.0007630834749731331)	(19, 0.0008175894374712141)	(20, 0.0011022316860723033)	(21, 0.0012475809194005191)	(22, 0.001653347529108455)	(23, 0.0019258773415988598)	(24, 0.002522414820050079)	(25, 0.0031764863700270503)	(26, 0.004581528958866469)	(27, 0.024591273413717515)	(28, 0.04917346250035202)	(29, 0.07946666521317433)	(30, 0.11199764049744564)	(31, 0.1440592588824279)	(32, 0.18282813876370183)	(33, 0.24846845815652963)	(34, 0.3574137647540827)	(35, 0.5240082110204395)	(36, 0.7999749272572508)	(37, 1.2001728444632995)	(38, 1.6358178059472668)	(39, 2.096474947999798)	(40, 2.6128765491427273)
NeuN_plus.B28_T3_HS - polya	(1, 0.0002149957409646526)	(2, 0.0002573892673520489)	(3, 0.00029069846665643164)	(4, 0.00041182282776327817)	(5, 0.000741886711779435)	(6, 0.0013444804082859965)	(7, 0.0015988415666103742)	(8, 0.0020167206124289947)	(9, 0.0022408006804766605)	(10, 0.0035004940359878644)	(11, 0.005196235091483716)	(12, 0.007225068140023395)	(13, 0.009705089433686078)	(14, 0.011936805787079724)	(15, 0.015564480402229778)	(16, 0.022480681421430716)	(17, 0.026029625201861317)	(18, 0.03687631173897942)	(19, 0.03995287051109333)	(20, 0.04342611156583215)	(21, 0.046962942910152065)	(22, 0.04991232110310378)	(23, 0.053155425871739596)	(24, 0.05692542161119019)	(25, 0.05979304086039479)	(26, 0.06534356470811603)	(27, 0.06814456555871186)	(28, 0.07354368395504954)	(29, 0.07616905448204044)	(30, 0.0793758219423442)	(31, 0.08370904596094163)	(32, 0.08672807066152978)	(33, 0.08961083045587273)	(34, 0.09263591137451622)	(35, 0.0970902597542205)	(36, 0.10629873930736851)	(37, 0.11093477422873306)	(38, 0.11542848802579707)	(39, 0.11841117541805317)	(40, 0.1225021507144369)
NeuN_plus.B30_T1_HS - nextera_transposase_sequence	(1, 1.0368690591291172e-05)	(2, 1.9009266084033815e-05)	(3, 3.62904170695191e-05)	(4, 9.331821532162054e-05)	(5, 0.00010368690591291171)	(6, 0.0001088712512085573)	(7, 0.0001261524021940426)	(8, 0.00015553035886936757)	(9, 0.00030242014224599246)	(10, 0.000395738357567613)	(11, 0.00045795050111536003)	(12, 0.0005115220691703645)	(13, 0.0005702779825210144)	(14, 0.0006428588166600526)	(15, 0.0007655549886569982)	(16, 0.0009038041965408804)	(17, 0.0010213160232421803)	(18, 0.001154380885830417)	(19, 0.0013116393597983331)	(20, 0.0016589904946065874)	(21, 0.0018871016876149931)	(22, 0.002367517685011484)	(23, 0.0026595691366661854)	(24, 0.0030622199546279927)	(25, 0.0035426359520244833)	(26, 0.004372131199327777)	(27, 0.01302480349776026)	(28, 0.026239699656360856)	(29, 0.04442465483838702)	(30, 0.06494602163365079)	(31, 0.0825624269482545)	(32, 0.0986477222855442)	(33, 0.12222094034484468)	(34, 0.1649866046886251)	(35, 0.2345397811750063)	(36, 0.35722385636626197)	(37, 0.5467790734109516)	(38, 0.7615129274414931)	(39, 1.005883955412142)	(40, 1.3122459281979237)
NeuN_plus.B30_T1_HS - polya	(1, 0.0005097939540718159)	(2, 0.0005633655221268203)	(3, 0.0006065683995905334)	(4, 0.0006981584998136055)	(5, 0.0010524220950160537)	(6, 0.0017609492854209505)	(7, 0.0021031160749335593)	(8, 0.0026595691366661854)	(9, 0.0030138327318686335)	(10, 0.0054072721433583455)	(11, 0.008841036844174272)	(12, 0.013259827151162858)	(13, 0.017790944939557102)	(14, 0.02251388350389023)	(15, 0.02968728927796517)	(16, 0.04569481943582019)	(17, 0.05332617571101049)	(18, 0.07859813091218418)	(19, 0.08469664909496193)	(20, 0.09226924945680158)	(21, 0.09952214852540975)	(22, 0.10584532167099882)	(23, 0.11288566258248553)	(24, 0.12073476136009294)	(25, 0.12682118273718085)	(26, 0.14072732493520088)	(27, 0.14693989871448282)	(28, 0.16044166197944248)	(29, 0.16685642522525462)	(30, 0.17476427991621268)	(31, 0.18552006828957873)	(32, 0.1927937047393695)	(33, 0.19905639385650936)	(34, 0.20696770477766452)	(35, 0.2182021810333285)	(36, 0.24400466756975658)	(37, 0.2562155288561005)	(38, 0.26728929040759947)	(39, 0.27478585370510294)	(40, 0.2857196379336195)
NeuN_plus.B31_T1_HS - nextera_transposase_sequence	(1, 2.13374741309798e-05)	(2, 2.8449965507973066e-05)	(3, 4.623119395045623e-05)	(4, 7.645928230267762e-05)	(5, 8.890614221241584e-05)	(6, 0.00010313112496640236)	(7, 0.0001173561077203889)	(8, 0.0001493623189168586)	(9, 0.0002329340925965295)	(10, 0.0003289527261859386)	(11, 0.0003822964115133881)	(12, 0.00041785886839835443)	(13, 0.0004374182196850859)	(14, 0.0004872056593240388)	(15, 0.0005601086959382197)	(16, 0.000640124223929394)	(17, 0.0006899116635683468)	(18, 0.0008037115256002391)	(19, 0.0008855051764356617)	(20, 0.0012926953077685263)	(21, 0.001493623189168586)	(22, 0.0020537318851068056)	(23, 0.002357790891473268)	(24, 0.0029143433417229913)	(25, 0.003467339546284218)	(26, 0.004911175295813851)	(27, 0.022701294352518258)	(28, 0.04710603038982641)	(29, 0.07926160390521296)	(30, 0.11426573021708533)	(31, 0.14583630131671418)	(32, 0.17726284446595894)	(33, 0.2276726271003987)	(34, 0.3213352479211788)	(35, 0.47022458616146734)	(36, 0.7232176825639621)	(37, 1.0979837438319586)	(38, 1.503189490070642)	(39, 1.9436678591706793)	(40, 2.465594923274355)
NeuN_plus.B31_T1_HS - polya	(1, 0.0004391963425293342)	(2, 0.0004978743963895287)	(3, 0.0005405493446514883)	(4, 0.0006365679782408974)	(5, 0.0009904144242463124)	(6, 0.0016305386481757064)	(7, 0.0019061476890341955)	(8, 0.002263550380728107)	(9, 0.002542715667275093)	(10, 0.004255047966286222)	(11, 0.006596835752161255)	(12, 0.01001260973596227)	(13, 0.013419493105542047)	(14, 0.01689038889751476)	(15, 0.02198293272344194)	(16, 0.033005516234937256)	(17, 0.03833632852199371)	(18, 0.055968194645560014)	(19, 0.060225020734690486)	(20, 0.06565540790102485)	(21, 0.07089375780018038)	(22, 0.07547953661549679)	(23, 0.08037115256002392)	(24, 0.08609492999565925)	(25, 0.09049934028086233)	(26, 0.10011898486824572)	(27, 0.10464608562970193)	(28, 0.11368961841554888)	(29, 0.1181029193149732)	(30, 0.12351908149855356)	(31, 0.13106365672669917)	(32, 0.13622554734355205)	(33, 0.14061751076884538)	(34, 0.14612613534032667)	(35, 0.15392676025804403)	(36, 0.17133102665754654)	(37, 0.1796348603401862)	(38, 0.1870976419174964)	(39, 0.19227197939425897)	(40, 0.1997507640771674)
NeuN_plus.B32_T3_HS - nextera_transposase_sequence	(1, 6.284337094187885e-06)	(2, 6.284337094187885e-06)	(3, 1.256867418837577e-05)	(4, 3.980080159652327e-05)	(5, 5.865381287908693e-05)	(6, 6.493814997327481e-05)	(7, 7.541204513025461e-05)	(8, 8.16963822244425e-05)	(9, 0.00012149718382096577)	(10, 0.0001424449741349254)	(11, 0.00019900400798261635)	(12, 0.00021157268217099213)	(13, 0.00023042569345355578)	(14, 0.00025765782086170327)	(15, 0.00030793251761520636)	(16, 0.0003603019934001054)	(17, 0.0004084819111222125)	(18, 0.0004797043981896752)	(19, 0.0005572112223513258)	(20, 0.0007541204513025462)	(21, 0.0008651437399665321)	(22, 0.0011730762575817384)	(23, 0.0013930280558783145)	(24, 0.0017156240267132926)	(25, 0.002019366986265707)	(26, 0.0026352320214961195)	(27, 0.009918778713659877)	(28, 0.018651912495549643)	(29, 0.031559940887011556)	(30, 0.04580862785856689)	(31, 0.058035853064825116)	(32, 0.06865428797497125)	(33, 0.08177807860666694)	(34, 0.10222731151115431)	(35, 0.1314997536958815)	(36, 0.17989333887919098)	(37, 0.25751328110853694)	(38, 0.3468053321008212)	(39, 0.4554678047964239)	(40, 0.6042159690368197)
NeuN_plus.B32_T3_HS - polya	(1, 0.00032678552889777)	(2, 0.0003623967724315014)	(3, 0.000381249783714065)	(4, 0.0004524722707815277)	(5, 0.0007226987658316067)	(6, 0.001476819217134153)	(7, 0.0017742778395923794)	(8, 0.0023168256087239335)	(9, 0.002658274590841475)	(10, 0.004107861680567481)	(11, 0.006255010187748341)	(12, 0.009049445415630554)	(13, 0.012015652524087235)	(14, 0.015023755213171836)	(15, 0.0193473791339731)	(16, 0.02990925501027154)	(17, 0.034953482917873015)	(18, 0.05207411194147221)	(19, 0.05614007804141177)	(20, 0.061247149319955126)	(21, 0.06643591698072292)	(22, 0.07077629913377535)	(23, 0.07544346681572556)	(24, 0.08106585373599232)	(25, 0.08528054914716099)	(26, 0.09482645719323239)	(27, 0.09913960721887667)	(28, 0.10815344139097349)	(29, 0.11239746370858171)	(30, 0.11737256390814713)	(31, 0.12378887208131295)	(32, 0.12798680926023046)	(33, 0.13165686212323618)	(34, 0.1360014338343514)	(35, 0.14229624482369627)	(36, 0.15658054303878532)	(37, 0.16309111626836398)	(38, 0.16980697784301943)	(39, 0.1745432732330057)	(40, 0.18125075569153556)
NeuN_plus.B33_T1_HS - nextera_transposase_sequence	(1, 0.00016075231448106265)	(2, 0.00016869070038136205)	(3, 0.00017067529685643688)	(4, 0.00022822859463360746)	(5, 0.0002460899629092811)	(6, 0.0002540283488095805)	(7, 0.00027585891003540383)	(8, 0.00028975108536092773)	(9, 0.00037707333026422104)	(10, 0.0004465342068918407)	(11, 0.000508056697619161)	(12, 0.0005338564517951339)	(13, 0.000573548381296631)	(14, 0.0006350708720239513)	(15, 0.0007263623098773942)	(16, 0.0007978077829800887)	(17, 0.0008771916419830826)	(18, 0.0009803906586869748)	(19, 0.0010756512894905673)	(20, 0.0014249402691037406)	(21, 0.001603553951860477)	(22, 0.002016350018676045)	(23, 0.0022187788591336794)	(24, 0.002667297662500595)	(25, 0.0030423863962897413)	(26, 0.003985069721950294)	(27, 0.01431687897118995)	(28, 0.027905411036027433)	(29, 0.045379782999061466)	(30, 0.06512254873310605)	(31, 0.08342846661919644)	(32, 0.10109534444031273)	(33, 0.1290146476516657)	(34, 0.17889351085972183)	(35, 0.25832500017811755)	(36, 0.397435290098489)	(37, 0.6122341203852649)	(38, 0.8499351939944046)	(39, 1.11470020973414)	(40, 1.4389396126389185)
NeuN_plus.B33_T1_HS - polya	(1, 0.0009208527644347293)	(2, 0.0009664984833614508)	(3, 0.0009982520269626483)	(4, 0.0010855742718659416)	(5, 0.0013773099537019442)	(6, 0.00207985710587844)	(7, 0.002318008682887422)	(8, 0.0027149279779023917)	(9, 0.003008648256213469)	(10, 0.004767000733129784)	(11, 0.007235838748122894)	(12, 0.010427069880043249)	(13, 0.013848514203072286)	(14, 0.017230266596599826)	(15, 0.022231449713788442)	(16, 0.035159111152426)	(17, 0.04108710082347457)	(18, 0.06208810072271661)	(19, 0.06685113226289624)	(20, 0.07310459575585708)	(21, 0.07959224163287676)	(22, 0.08490699099312721)	(23, 0.09076353519107308)	(24, 0.09781877565996416)	(25, 0.10337366119369866)	(26, 0.11540626962207746)	(27, 0.12060591238677357)	(28, 0.1326603513763782)	(29, 0.13789373228115057)	(30, 0.14448854636782427)	(31, 0.15367325885447067)	(32, 0.15978184680475105)	(33, 0.1650489658495997)	(34, 0.17161004179619715)	(35, 0.18131868775226329)	(36, 0.2041117782684979)	(37, 0.21402086846854665)	(38, 0.22403315768529924)	(39, 0.23048905001871772)	(40, 0.2395804864710356)
NeuN_plus.B34_T4_HS - nextera_transposase_sequence	(1, 7.525542679581978e-06)	(2, 1.5051085359163956e-05)	(3, 2.445801370864143e-05)	(4, 6.208572710655132e-05)	(5, 6.58484984463423e-05)	(6, 6.58484984463423e-05)	(7, 7.525542679581978e-05)	(8, 8.089958380550626e-05)	(9, 0.00015051085359163956)	(10, 0.0001975454953390269)	(11, 0.0002408173657466233)	(12, 0.00029161477883380164)	(13, 0.0003123100212026521)	(14, 0.000346174963260771)	(15, 0.00039132821933826286)	(16, 0.00042895593273617276)	(17, 0.00047222780314376913)	(18, 0.000528669373240634)	(19, 0.0005813481719977078)	(20, 0.0007883005956862122)	(21, 0.0008804884935110914)	(22, 0.001153289415645938)	(23, 0.0012943933408881)	(24, 0.0015897708910616929)	(25, 0.0018512834991771666)	(26, 0.0023837156437575913)	(27, 0.009013718744469315)	(28, 0.01831152672509285)	(29, 0.03222437375397003)	(30, 0.0490232664004669)	(31, 0.06585790537469179)	(32, 0.08047250925843999)	(33, 0.09981879810197536)	(34, 0.1338718787270838)	(35, 0.18620262113522698)	(36, 0.27419502891623926)	(37, 0.4081327561417694)	(38, 0.5613716189547574)	(39, 0.7426017377644506)	(40, 0.9785369076976951)
NeuN_plus.B34_T4_HS - polya	(1, 0.0007788936673367347)	(2, 0.000840979394443286)	(3, 0.000867318793821823)	(4, 0.0009444556062875383)	(5, 0.0012586470131600858)	(6, 0.0018098930144394656)	(7, 0.002031896523487134)	(8, 0.00239688534344686)	(9, 0.0026772118082612887)	(10, 0.004421256324254412)	(11, 0.006671393585449424)	(12, 0.00998827652147518)	(13, 0.013480128324801218)	(14, 0.0168703853019529)	(15, 0.022384726700416593)	(16, 0.033900688385846915)	(17, 0.03949592936811611)	(18, 0.05810095225771266)	(19, 0.06275361901936422)	(20, 0.06899417528640757)	(21, 0.07474180850793831)	(22, 0.07976510824655927)	(23, 0.08518161759018841)	(24, 0.09166863537998807)	(25, 0.09675402084571559)	(26, 0.10724274595538298)	(27, 0.112409031004916)	(28, 0.12257603916503125)	(29, 0.12755230426190484)	(30, 0.13369879124545342)	(31, 0.14712059661448787)	(32, 0.15312786105846418)	(33, 0.15797619192978488)	(34, 0.16442746339185654)	(35, 0.17356911636187874)	(36, 0.1952953580778319)	(37, 0.20547741732330632)	(38, 0.2147959205462987)	(39, 0.22096310277221615)	(40, 0.22953281449859012)
NeuN_plus.B35_T3_HS - nextera_transposase_sequence	(1, 3.669292609512637e-05)	(2, 3.8731421989300056e-05)	(3, 4.8923901460168494e-05)	(4, 6.115487682521061e-05)	(5, 6.523186861355799e-05)	(6, 6.523186861355799e-05)	(7, 7.95013398727738e-05)	(8, 8.969381934364223e-05)	(9, 0.00015288719206302655)	(10, 0.0002079265812057161)	(11, 0.0002507349949833635)	(12, 0.0002690814580309267)	(13, 0.0003016973923377057)	(14, 0.00034042881432700577)	(15, 0.0003995451952580427)	(16, 0.00045662308029490595)	(17, 0.0005035084858609007)	(18, 0.0006033947846754114)	(19, 0.0006767806368656641)	(20, 0.000958093070261633)	(21, 0.0011109802623246595)	(22, 0.0015166409452652234)	(23, 0.00178572240329615)	(24, 0.0022769999137920087)	(25, 0.0027601234407111726)	(26, 0.0036652156177242896)	(27, 0.015449760381942375)	(28, 0.029523536035317512)	(29, 0.04781495969373801)	(30, 0.06754963844523347)	(31, 0.08610606656989656)	(32, 0.1072208070417476)	(33, 0.14019551662590116)	(34, 0.19505347963400926)	(35, 0.27812626431337534)	(36, 0.4128137650332192)	(37, 0.615772531744834)	(38, 0.8455905203580814)	(39, 1.1050115463465189)	(40, 1.4154622400538066)
NeuN_plus.B35_T3_HS - polya	(1, 0.0007134735629607906)	(2, 0.0008806302262830329)	(3, 0.0009417851031082435)	(4, 0.0011048647746421385)	(5, 0.0014595630602283602)	(6, 0.002132266705305677)	(7, 0.0024360025935375564)	(8, 0.0028905871779382887)	(9, 0.0031820920908051257)	(10, 0.004766003400578081)	(11, 0.007036887826687569)	(12, 0.009762356837197788)	(13, 0.012866986084024314)	(14, 0.01601646224052266)	(15, 0.020588808531154242)	(16, 0.031239949578211756)	(17, 0.03622407203946642)	(18, 0.05393656286394159)	(19, 0.05829894407747328)	(20, 0.06362145685716078)	(21, 0.06920082011951416)	(22, 0.07401167042976406)	(23, 0.0790916021980449)	(24, 0.08529474520401542)	(25, 0.09020344331718566)	(26, 0.1002409971000969)	(27, 0.10508650184054776)	(28, 0.11513424810292985)	(29, 0.11991452097476715)	(30, 0.12551630769195643)	(31, 0.13535205038134449)	(32, 0.1407499875091164)	(33, 0.1454140661149858)	(34, 0.15111777762688378)	(35, 0.15912091250740967)	(36, 0.1777201490458504)	(37, 0.1864754889113264)	(38, 0.19447250830416976)	(39, 0.19991936933340185)	(40, 0.20741288024038432)
NeuN_plus.B36_T3_HS - nextera_transposase_sequence	(1, 7.353878435486876e-06)	(2, 9.805171247315834e-06)	(3, 1.2256464059144792e-05)	(4, 2.4512928118289585e-05)	(5, 2.9415513741947504e-05)	(6, 2.9415513741947504e-05)	(7, 3.922068498926334e-05)	(8, 3.922068498926334e-05)	(9, 6.863619873121083e-05)	(10, 9.314912684950043e-05)	(11, 0.00011030817653230314)	(12, 0.0001250159334032769)	(13, 0.00013727239746242167)	(14, 0.00016913920401619815)	(15, 0.0002132624746291194)	(16, 0.00023287281712375106)	(17, 0.00026964220930118544)	(18, 0.00032111935834959357)	(19, 0.0003848529714571465)	(20, 0.000585858982027121)	(21, 0.0007304852579250297)	(22, 0.0010270916881563337)	(23, 0.0012330002843499663)	(24, 0.0016693304048555208)	(25, 0.0021841018953396023)	(26, 0.003250414268485199)	(27, 0.018012099581319187)	(28, 0.03584770608018669)	(29, 0.059424240344357615)	(30, 0.08237569494151216)	(31, 0.10233412101542354)	(32, 0.12519978036416407)	(33, 0.16246188239677606)	(34, 0.22947532528655612)	(35, 0.33886181572161156)	(36, 0.5311020031964858)	(37, 0.8350794709129595)	(38, 1.2010893545255767)	(39, 1.6210816084402915)	(40, 2.1254081402531697)
